interaction_id,turn_number,text,next_text
20260207/36b7a41c-16:16:50-50fecd85,25,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Repeat once.
20260207/36b7a41c-16:16:50-50fecd85,27,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",There is no option you mentioned.
20260207/36ce28d9-16:27:40-384cb6f3,17,What job roles are you looking for? You can tell any job you are looking for.,What all do you have?
20260207/36d01ab7-16:34:14-67f469f3,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/36dcff80-16:03:05-692d7a53,15,What job roles are you looking for? You can tell any job you are looking for,There is nothing particular.
20260207/36e3f769-15:55:47-cf8cb71a,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","We are studying now, madam."
20260207/36f39579-16:03:04-d7c55015,23,What job roles are you looking for? You can tell any job you are looking for.,"Which one, we haven't searched yet, he has gone to college."
20260207/371efa43-18:21:40-ef6e44f4,17,What job roles are you looking for? You can tell any job you are looking for.,Which work do you mean?
20260207/371efa43-18:21:40-ef6e44f4,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry computer working that.
20260207/373a1b0b-16:51:48-484be721,15,What job roles are you looking for? You can tell any job you are looking for.,School time.
20260207/373a1b0b-16:51:48-484be721,17,What job roles are you looking for? You can tell any job you are looking for.,I have no idea.
20260207/3740a160-16:31:48-2ba4bd55,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/3741734f-16:42:12-b7523bae,13,What job roles are you looking for? You can tell any job you are looking for.,"I said sorry, I'm okay."
20260207/37425d13-16:26:43-35208ca9,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","No, what? No, no."
20260207/374c683b-15:56:27-8ac918fc,13,What job roles are you looking for? You can tell any job you are looking for.,Field collection and field sales.
20260207/37526a48-20:38:30-eb845b84,13,What was the last title of your last job role?,Yes.
20260207/3758f4ed-16:51:47-af821343,29,What job roles are you looking for? You can tell any job you are looking for,Computer work.
20260207/375b8ea0-16:15:22-81291f67,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry option.
20260207/37802821-16:23:59-f35ebb42,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Internship.
20260207/37982235-15:40:02-062402b3,15,What job roles are you looking for? You can tell any job you are looking for.,Any one is enough.
20260207/379949f7-15:36:10-29ae5440,17,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,"Yes, I am here."
20260207/379949f7-15:36:10-29ae5440,19,What job roles are you looking for? You can tell any job you are looking for.,"We, that is, this, which one is convenient for us, I will do it."
20260207/37a14366-16:46:40-5ac8e7fe,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/37a34a9c-18:06:56-6d13c35a,15,What was the last title of your last job role?,"What work do we do? We do agriculture college, we do farm work."
20260207/37b184af-16:15:29-0e660e97,17,What job roles are you looking for? You can tell any job you are looking for.,Financial
20260207/37b339e9-18:04:19-ce200b4d,17,What job roles are you looking for? You can tell any job you are looking for.,We are not looking for anything.
20260207/37b96fbf-15:37:56-fee18607,13,What job roles are you looking for? You can tell any job you are looking for.,"I am studying banking, madam, banking clerical."
20260207/37ccc2ad-16:58:33-eb80c4cf,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Electrician, machine operator, data and."
20260207/37e3d50a-16:51:48-7123c595,17,"No problem. Let's move on. What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",We are drivers.
20260207/38088873-16:46:58-2a65a28d,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Software developer.
20260207/3808b9cc-16:15:52-035d6676,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","About that, about that, I will tell you."
20260207/3808b9cc-16:15:52-035d6676,17,Please tell me what job roles you are looking for.,Yes.
20260207/38091e38-16:31:46-46d98cc9,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/3811b0ff-16:30:36-d8a76910,13,What job roles are you looking for? You can tell any job you are looking for,Okay.
20260207/3811b0ff-16:30:36-d8a76910,15,What job roles are you looking for? You can tell any job you are looking for,Government job.
20260207/38123f80-18:09:11-abe4da65,13,What kind of job are you looking for?,Okay.
20260207/3818b40d-17:02:12-538b28e4,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","No, I will ask."
20260207/38339409-16:00:18-283dd0c2,13,What job roles are you looking for? You can tell any job you are looking for.,"That's right madam, I have just received my internship apprenticeship."
20260207/38339409-17:19:21-de74fc67,11,What was the last title of your last job role?,"Who is it, madam?"
20260207/38339409-17:19:21-de74fc67,13,What was the last title of your last job role?,"Tell me, madam."
20260207/38339409-17:19:21-de74fc67,15,What was the last title of your last job role?,"In college, madam."
20260207/385c34e9-18:13:14-7fed800e,17,What job roles are you looking for? You can tell any job you are looking for.,Work from home.
20260207/386b7ce8-17:36:32-4a385f5e,13,What kind of job are you looking for?,Outside the government
20260207/386b7ce8-17:36:32-4a385f5e,15,What job roles are you looking for? You can tell any job you are looking for.,Government things job.
20260207/389c94ac-16:32:42-de2b4aec,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Electrician madam.
20260207/38abce19-16:06:25-7f2cf6e6,23,What job roles are you looking for? You can tell any job you are looking for.,Electric phone madam.
20260207/38acca60-15:59:17-9f5b67a2,13,What job roles are you looking for? You can tell any job you are looking for,I will give the option.
20260207/38acca60-15:59:17-9f5b67a2,15,What job roles are you looking for? You can tell any job you are looking for,"Supervisor, banking, manager."
20260207/38c1c8ee-18:02:52-f0b71434,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Mechanical store.
20260207/38d6400b-18:02:53-48b63e3c,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","I have no interest, ma'am."
20260207/38d6400b-18:02:53-48b63e3c,19,"I understand you don't have a specific job role in mind right now. Is there anything else you might need related to a job, like training courses, accommodation, or travel help?","Not now, ma'am."
20260207/38de805a-16:04:04-f6010d6e,17,What job roles are you looking for? You can tell any job you are looking for.,Accountant.
20260207/38efce4e-15:33:12-ec3c04d5,13,What job roles are you looking for? You can tell any job you are looking for,"I will do it, I will do it."
20260207/38f86c88-16:59:03-602bfc2a,15,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Yes.
20260207/38ff8285-15:45:22-63428d03,19,What job roles are you looking for? You can tell any job you are looking for.,Full time.
20260207/39040f99-18:26:04-896de1cc,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/39071ebb-17:04:23-aa7fb1e7,19,What job roles are you looking for? You can tell any job you are looking for.,IT.
20260207/3908eace-16:26:14-2481eec8,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Yes, I will do it, sir."
20260207/390f385e-16:36:24-a6c8e7e6,17,What job roles are you looking for? You can tell any job you are looking for.,Accountant term.
20260207/3911ff5e-15:36:25-da471e27,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","No, no."
20260207/3913a37c-15:46:46-108f426c,17,What job roles are you looking for? You can tell any job you are looking for,Tell me.
20260207/3913a37c-15:46:46-108f426c,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Not in the status of.
20260207/3917b7f2-16:40:38-e3da1ee5,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",We are learning ITI now.
20260207/391a373d-16:14:15-3b39b664,13,What was the last title of your last job role?,Huh?
20260207/391a373d-16:14:15-3b39b664,15,What was the title of your last job role?,The job title was banking.
20260207/391a373d-16:14:15-3b39b664,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/391a373d-17:55:47-585d3928,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Government jobs.
20260207/391e2417-16:49:46-70b45faa,17,"What job roles are you looking for? You can tell any job you are looking for, like data entry operator, salesperson, electrician, or machine operator.",Sales madam. Hello.
20260207/392a1093-16:20:54-ea1bc7e5,11,What was the last title of your last job role?,I am a cowherd.
20260207/393636f2-16:27:53-143c803b,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Saturday entry, sir."
20260207/39473085-16:40:51-e4bdfc69,13,What job roles are you looking for? You can tell any job you are looking for.,"No madam, we are looking for an internship now."
20260207/3947fa0d-15:49:55-fc26c492,17,What job roles are you looking for? You can tell any job you are looking for.,Electrical.
20260207/39680ad9-17:01:58-c1a316b3,15,What job roles are you looking for? You can tell any job you are looking for.,Financial banking.
20260207/396bd36c-16:44:51-7811ea0e,31,"No worries. What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","No, which one?"
20260207/396bd36c-16:44:51-7811ea0e,33,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/396bd36c-17:13:08-dd0661c2,17,What job roles are you looking for? You can tell any job you are looking for,Which one?
20260207/397580aa-19:03:35-9ecd03ab,19,What job roles are you looking for? You can tell any job you are looking for,Which job will you get me?
20260207/397580aa-19:03:35-9ecd03ab,21,What job roles are you looking for? You can tell any job you are looking for,Which job did you call to get?
20260207/397580aa-19:03:35-9ecd03ab,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Which job are you helping with?
20260207/3986eaee-16:15:54-a6509f1f,15,What job roles are you looking for? You can tell any job you are looking for.,"No, check where it is in the factory."
20260207/398cc4ff-15:52:11-445a39b8,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electrician plus welder.
20260207/39a16502-17:01:41-43f3c7dd,17,What job roles are you looking for? You can tell any job you are looking for,I am interested in the teaching field.
20260207/39a785cd-17:33:40-88f66f52,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I will do it on the 25th.
20260207/39b0fa9c-16:23:26-14e6da70,17,What job roles are you looking for? You can tell any job you are looking for.,There is nothing else.
20260207/39b93ea6-15:40:27-c6938eea,13,Okay. What kind of job are you looking for?,Cancel it.
20260207/39d8eefe-15:32:00-34a3e375,13,What job roles are you looking for? You can tell any job you are looking for,Hello.
20260207/39e7b947-16:28:47-029e18fb,39,What job roles are you looking for? You can tell any job you are looking for.,I am
20260207/39e7b947-16:28:47-029e18fb,41,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I am searching for entrance.
20260207/39fab37a-19:06:48-d609ddb3,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/3a10f77f-16:58:13-67b3ed64,15,What job roles are you looking for? You can tell any job you are looking for.,MD system.
20260207/3a177283-19:31:31-fc0edf8d,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Office work.
20260207/3a2a2ff7-15:45:50-32f3118a,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Software engineering like development roles.
20260207/3a2f6e16-16:53:54-b8959ca6,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3a36d4d4-16:04:26-5df4715c,13,What job roles are you looking for? You can tell any job you are looking for,Accountancy
20260207/3a3f06b0-19:02:45-9a6f38be,17,What job roles are you looking for? You can tell any job you are looking for,Diesel mechanic.
20260207/3a488a61-15:52:16-b7def7de,21,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I can say that.
20260207/3a488a61-15:52:16-b7def7de,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I will talk to the sales person.
20260207/3a4ab2ba-16:57:34-e0bb41e4,17,"What job roles are you looking for? You can tell any job you are looking for, for example: data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?","Yes, yes."
20260207/3a4ab2ba-16:57:34-e0bb41e4,19,"Great! What job roles are you looking for? You can tell any job you are looking for, for example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3a5dad76-16:29:41-640470d3,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Salesperson.
20260207/3ace986b-17:37:14-ecffa09b,19,What was the last title of your last job role?,I am doing UPSC return.
20260207/3ace986b-17:37:14-ecffa09b,25,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","I don't know what it is, why is it happening in the first office, I need a government job now."
20260207/3add4c5a-15:32:00-b3bed267,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",One minute.
20260207/3addc3ae-16:05:15-b36ff9d3,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Hmm.
20260207/3addc3ae-16:05:15-b36ff9d3,23,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","We haven't searched for anything, we haven't given anything for this, madam."
20260207/3af3daf5-16:48:00-5ba02ace,13,What job roles are you looking for? You can tell any job you are looking for.,"The light needs to be set, madam."
20260207/3af724c4-15:58:26-b487efa2,11,What was the last title of your last job role?,Huh?
20260207/3af724c4-15:58:26-b487efa2,13,What was the last title of your last job role?,"Ah, I didn't say."
20260207/3af724c4-15:58:26-b487efa2,17,What job roles are you looking for? You can tell any job you are looking for.,"No, I am not looking for a job, I am fine."
20260207/3af85bf1-18:44:17-1a664829,13,What kind of job are you looking for?,Army
20260207/3af85bf1-18:44:17-1a664829,17,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,Hello.
20260207/3b0ee1ba-18:18:05-b51281c1,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I am at the office.
20260207/3b0ee1ba-18:18:05-b51281c1,17,"I understand you are at the office. Could you please tell me what job roles you are looking for? For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3b2c597d-16:17:50-64c1d58b,15,What job roles are you looking for? You can tell any job you are looking for,I have done an apprenticeship.
20260207/3b741f50-16:12:06-0d7fea30,13,What job roles are you looking for? You can tell any job you are looking for.,IT sector.
20260207/3b7b347e-19:23:31-9d3e1e0d,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Hmm, I still want to study."
20260207/3b8233c2-19:26:32-141a14ed,17,What was the last title of your last job role?,Oh
20260207/3ba1e66d-16:50:51-b60464b5,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","I am looking for a data operator, madam."
20260207/3bb74e42-16:29:13-f81be1f7,17,"Okay, you're looking for a sectoral engineer job. What specific job roles are you looking for? For example, data entry operator, salesperson, electrician, or machine operator.","No, I'm not interested in this."
20260207/3bb74e42-16:29:13-f81be1f7,19,I understand you're not interested in those examples. What job roles are you looking for? You can tell me any job you are looking for.,"Yes, I will come."
20260207/3bb74e42-16:29:13-f81be1f7,21,"Okay, so you're looking for a sectoral engineer job. What specific job roles are you looking for within that field? You can tell me any job you are looking for.",I will do it.
20260207/3bb96472-16:59:29-d9b8910c,17,What job roles are you looking for? You can tell any job you are looking for.,"I will send it to the office, madam."
20260207/3bba0bd9-16:53:02-8465a559,11,What was the last title of your last job role?,I haven't learned any job. Hello.
20260207/3bba0bd9-16:53:02-8465a559,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","I haven't done anything else, leave it."
20260207/3bdd49b2-17:05:35-e0f948a7,17,What job roles are you looking for? You can tell any job you are looking for.,Physical design.
20260207/3bdfe058-17:04:27-56185f16,15,What job roles are you looking for? You can tell any job you are looking for.,"Okay, I will do it."
20260207/3bdfe058-17:04:27-56185f16,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Yes.
20260207/3bdfe058-17:04:27-56185f16,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Yes.
20260207/3bee025c-17:32:06-63f6aa04,15,"What job roles are you looking for? You can tell any job you are looking for, for example: data entry operator, salesperson, electrician, or machine operator.","Government ma'am, police, police, PSI, anything."
20260207/3bf06106-16:07:36-a49e932e,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","I am looking for a government job, madam."
20260207/3bf44a4e-16:33:52-1d7eeda2,19,What job roles are you looking for? You can tell any job you are looking for.,Electronic mechanic.
20260207/3c121dd3-15:37:03-53eb6b8b,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Sales person and data entry operator.
20260207/3c1c6679-15:41:51-94a5e9e5,17,What job roles are you looking for? You can tell any job you are looking for.,"We have searched everything, madam."
20260207/3c2a8f3f-16:09:53-7a59effd,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electric.
20260207/3c2dfe32-16:32:15-5764ef2e,17,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,"Yes, I am here."
20260207/3c2dfe32-16:32:15-5764ef2e,19,What job roles are you looking for? You can tell any job you are looking for,In the company.
20260207/3c2dfe32-16:32:15-5764ef2e,21,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/3c496553-15:44:55-cb88d42c,15,What job roles are you looking for? You can tell any job you are looking for,Hello
20260207/3c669269-16:45:43-a2681d78,17,What job roles are you looking for? You can tell any job you are looking for.,I will give it.
20260207/3c669269-16:45:43-a2681d78,19,What job roles are you looking for? You can tell any job you are looking for.,I will do it in two hours.
20260207/3c67ce70-19:11:27-3ac4b34f,13,What job roles are you looking for? You can tell any job you are looking for.,"No, the Arabi people are at home, like this, inside some company."
20260207/3c78a0ca-15:56:26-ae6dd877,13,What job roles are you looking for? You can tell any job you are looking for.,"If there is any local here, it will work, madam."
20260207/3c7bcc71-16:05:19-e7dae78d,13,What was the last title of your last job role?,Complete teaching
20260207/3c7bcc71-16:05:19-e7dae78d,21,What job roles are you looking for? You can tell any job you are looking for.,I will do it.
20260207/3c7bcc71-16:05:19-e7dae78d,23,What job roles are you looking for? You can tell any job you are looking for.,Okay.
20260207/3c7bcc71-16:05:19-e7dae78d,25,What job roles are you looking for? You can tell any job you are looking for.,One
20260207/3c7bcc71-17:46:50-307327da,17,What job roles are you looking for? You can tell any job you are looking for.,Work from home.
20260207/3c7ff0b1-15:41:30-761ef54a,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Two minutes.
20260207/3cb37431-17:48:49-576be30a,23,What job roles are you looking for? You can tell me any job you are looking for.,I will give it by the first of the month.
20260207/3cb654af-16:41:56-c1bd8eea,15,What job roles are you looking for? You can tell any job you are looking for.,That agriculture.
20260207/3cbe7fa3-15:51:09-766bf143,17,What job roles are you looking for? You can tell any job you are looking for.,IT IT.
20260207/3cd0f304-17:00:28-8e934dc0,23,"What job roles are you looking for? You can tell me any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3cd622f3-17:48:21-1b97356d,15,What job roles are you looking for? You can tell any job you are looking for,Computer work
20260207/3cd622f3-18:44:43-5bb9b31a,19,What job roles are you looking for? You can tell any job you are looking for,I will do it.
20260207/3cd622f3-18:44:43-5bb9b31a,21,What job roles are you looking for? You can tell any job you are looking for,I will do it.
20260207/3cd622f3-18:44:43-5bb9b31a,23,What job roles are you looking for? You can tell any job you are looking for,"I have a bank account, a computer account, and a library account."
20260207/3d0b6d59-16:45:48-13799366,21,What job roles are you looking for? You can tell any job you are looking for.,Part-time or full-time?
20260207/3d0b6d59-16:45:48-13799366,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Yes, I will do it."
20260207/3d1730d1-16:35:48-30278725,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Yes, put it."
20260207/3d1ab804-19:01:56-03ba3793,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I am a data operator.
20260207/3d20b403-19:22:12-e2d6fa3a,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Python developer, software engineer."
20260207/3d2225ae-16:46:05-06057741,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","No, it is not happening."
20260207/3d2225ae-16:46:05-06057741,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/3d39da01-16:56:25-6aee43cd,17,What job roles are you looking for? You can tell any job you are looking for.,Hello.
20260207/3d39da01-16:56:25-6aee43cd,19,What job roles are you looking for? You can tell any job you are looking for.,Give it within KB.
20260207/3d39da01-16:56:25-6aee43cd,21,What job roles are you looking for? You can tell any job you are looking for.,I will give it to K.B.
20260207/3d444511-16:21:42-4a0b9b07,15,What job roles are you looking for? You can tell any job you are looking for.,"IT job ma'am, testing job, development job."
20260207/3d5925ad-16:15:07-a62c2e67,15,What job roles are you looking for? You can tell any job you are looking for,In the industry.
20260207/3d5d6458-16:16:51-c99ac6c6,15,What was the last title of your last job role?,"For what, madam?"
20260207/3d5d6458-16:16:51-c99ac6c6,17,"I need to know the title of your last job role to help you find relevant jobs. For example, was it a 'Sales Executive' or 'Data Entry Operator'?",Data entry operator.
20260207/3d5d6458-16:16:51-c99ac6c6,21,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/3d62a69b-16:30:09-9a7ec129,35,"I understand you're referring to something that didn't happen in the evening. However, to help you with job searching, I need to know what job roles you are looking for. For example, are you interested in being a data entry operator, a salesperson, an electrician, or a machine operator?","It happened, madam, that boy, we don't know what job that boy does, we had to ask."
20260207/3d62a69b-16:30:09-9a7ec129,37,"I understand you're not sure what job the boy does. In that case, for the job role, I will put 'Anything'. Do you have any other job-related needs, like training courses, accommodation,","It's done now, it's done. Madam, the education is ongoing now. It is until August."
20260207/3d62a69b-16:30:09-9a7ec129,39,"Okay, I understand that the education is ongoing until August. So, to confirm, for job roles, I have noted 'Anything'. Do you have any other job-related needs, like training courses, accommodation, or travel help? Hey are you still on call?","Yes, we are still on the call. That's it, we will call you in the evening. Tell me again."
20260207/3d6d3a4e-16:12:36-7fd50fcc,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",We are looking for full time.
20260207/3d96109d-16:42:52-7c61e94f,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Railway department.
20260207/3d96109d-16:48:42-c3254f34,17,What job roles are you looking for? You can tell any job you are looking for,Railway departmental railway department.
20260207/3d96109d-16:51:55-9eab8927,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Driver.
20260207/3d96109d-17:11:14-b91a0263,13,What job roles are you looking for? You can tell any job you are looking for.,Railway Department
20260207/3da8595b-16:02:18-a87f4ca2,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3dc769f5-16:49:47-608a2619,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Nothing at all.
20260207/3ddbdecc-17:01:04-1092743c,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Ballot system.
20260207/3dfdb9c4-16:45:51-5ac9dd1c,15,What job roles are you looking for? You can tell any job you are looking for.,"Anything can be done on the electrician, whatever comes up on the electrician."
20260207/3e370826-16:18:21-e2a9aade,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/3e43d9cb-16:27:05-8d7c336c,21,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I don't know.
20260207/3e4f0571-16:35:21-24bd27c6,25,"What job roles is Basavaraj looking for? You can tell me any job he is looking for. For example, data entry operator, salesperson, electrician, or machine operator.","They are working in the machine, they go in the machine."
20260207/3e52d3b8-19:07:28-64ae1ea5,13,What was the last title of your last job role?,"Hey, I just kept doing this, leave it, I earn money in the field."
20260207/3e52d3b8-19:07:28-64ae1ea5,19,What job roles are you looking for? You can tell any job you are looking for,"What work are you talking about? We are stitching on this work itself. Like that, whenever someone comes to stitch, we stitch jumpers."
20260207/3e52d3b8-19:07:28-64ae1ea5,21,What job roles are you looking for? You can tell any job you are looking for,"I am here, I have come, see, there is nothing else."
20260207/3e597f9e-16:16:28-1d62abbc,13,What job roles are you looking for? You can tell any job you are looking for.,On the computer.
20260207/3e65d072-16:37:34-d681f5a5,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Madam, I am from the Central Government."
20260207/3e98ff19-16:16:12-1a800193,17,What job roles are you looking for? You can tell any job you are looking for,Police department
20260207/3e9d00e8-15:55:14-804512b1,18,What job roles are you looking for? You can tell any job you are looking for.,Nothing jobs.
20260207/3eaa2178-17:09:35-c8f84b8f,15,What job roles are you looking for? You can tell any job you are looking for,I will do it at home.
20260207/3eb7d9ed-18:28:27-f0f02663,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",First one.
20260207/3ec7faca-16:03:27-bf01c07a,15,What was the last title of your last job role?,Company
20260207/3ec7faca-16:03:27-bf01c07a,19,What job roles are you looking for? You can tell any job you are looking for.,I will do anything.
20260207/3edd7694-15:46:45-c34a92e9,13,What job roles are you looking for? You can tell any job you are looking for.,Process exam.
20260207/3ef57fa5-16:31:54-e3095602,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","What is that, pay Sahiba, what all do they say?"
20260207/3f1aed28-18:47:35-f948e8d1,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/3f1b3337-16:08:04-3401374a,11,What was the last title of your last job role?,Twenty four thousand madam.
20260207/3f1b3337-16:08:04-3401374a,15,What job roles are you looking for? You can tell any job you are looking for.,From the office.
20260207/3f1b3337-16:08:04-3401374a,17,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator madam.
20260207/3f21593c-18:15:25-a5eb3dac,25,"Okay, you are looking for something else. What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Which job?
